YEAR,RECORD_TYPE, NUMBER_SCRIPTS ,NDC9,PRODUCT_NDC,LAUNCH_YEAR,NPROPNAME,PROPNAME,GENERIC_DRUG_IND_CODE,THER_CLASS,LABELERNAME,DOSAGE_FORM,ACTIVE_STRENGTH,ACTIVE_STRENGTH_UNIT,PAYER, UNIQUE_MEMBERS ,TOTAL_COST,COST_PER_USER,COST_PER_SCRIPT,COST_PER_DAYS_SUPPLY,COST_PER_UNIT_DISPENSED, TOTAL_SCRIPTS_FILLED , DAYS_SUPPLY_MEDIAN , DAYS_SUPPLY_MEAN , DAYS_SUPPLY_STDDEV , QUANTITY_MEDIAN , QUANTITY_MEAN , QUANTITY_STDDEV ,INSURER_PAID_MEDIAN,INSURER_PAID_MEAN,INSURER_PAID_STDDEV,INSURER_PAID_SUM,MEMBER_PAID_MEDIAN,MEMBER_PAID_MEAN,MEMBER_PAID_STDDEV,MEMBER_PAID_SUM,TOTAL_PAID_MEDIAN,TOTAL_PAID_MEAN,TOTAL_PAID_STDDEV,TOTAL_PAID_SUM
2018,NDC, 24 ,115340187,11534-187,2017,"BUTALBITAL, ACETAMINOPHEN, CAFFEINE",BUTALBITAL-APAP-CAFFEINE,Generic,Analgesics and Anesthetics,SUNRISE PHARMACEUTICAL,CAPSULE,50-300-40,MG,Minnesota Health Care Programs, 19 ,"$1,651.24",$86.91,$68.80,$6.18,$2.55, 24 , 5.0 , 11.1 , 11.2 , 30.0 , 27.0 , 10.0 ,$69.37,$63.79,$28.72,"$1,531.07",$1.00,$4.81,$19.32,$115.33,$75.31,$68.80,$27.36,"$1,651.24"
2018,NDC, 24 ,425430098,42543-098,2017,"BUTALBITAL,ASPIRIN,CAFFEINE",BUTALBITAL-ASPIRIN-CAFFEINE,Brand,Analgesics and Anesthetics,VENSUN PHARMACEUTICALS,TABLET,50-325-40,MG,Medicare, 12 ,"$1,187.13",$98.93,$49.46,$1.66,$0.50, 24 , 10.0 , 29.9 , 36.1 , 50.0 , 98.0 , 121.6 ,$7.33,$20.24,$35.04,$485.80,$19.47,$29.22,$29.99,$701.33,$33.27,$49.46,$56.72,"$1,187.13"
2018,NDC, 24 ,167140763,16714-763,2015,CALCIPOTRIENE,CALCIPOTRIENE,Generic,Topical Products,NORTHSTAR RX,CREAM,0.005,%,Minnesota Health Care Programs, 21 ,"$6,344.99",$302.14,$264.37,$9.67,$2.94, 24 , 30.0 , 27.3 , 6.3 , 60.0 , 90.0 , 39.6 ,$197.79,$240.06,$157.07,"$5,761.55",$1.00,$1.67,$2.32,$40.00,$246.79,$264.37,$159.95,"$6,344.99"
2018,NDC, 24 ,504289995,NA,NA,CARBAMIDE PEROXIDE (OTIC),CVS EAR WAX REMOVAL SYSTEM,Brand,Topical Products,CVS PHARMACY HEALTHCARE SERV,SOLUTION,6.5,%,Minnesota Health Care Programs, 23 ,$81.40,$3.54,$3.39,$0.25,$0.21, 24 , 10.0 , 13.3 , 9.3 , 15.0 , 16.3 , 4.2 ,$3.10,$3.27,$1.22,$78.40,$0.00,$0.13,$0.34,$3.00,$3.10,$3.39,$1.11,$81.40
2018,NDC, 24 ,461220377,46122-377,2016,CARBOXYMETHYLCELLULOSE SODIUM (OPHTH),GNP EYE DROPS,Brand,Topical Products,AMERISOURCE BERGEN DRUGS,SOLUTION,0.5,%,Medicare, 17 ,$206.63,$12.15,$8.61,$0.33,$0.57, 24 , 30.0 , 26.3 , 7.0 , 15.0 , 15.0 , -   ,$7.57,$8.61,$1.94,$206.63,$0.00,$0.00,$0.00,$0.00,$7.57,$8.61,$1.94,$206.63
2018,NDC, 24 ,000933196,0093-3196,2007,CEFADROXIL,CEFADROXIL,Generic,Anti-Infective Agents,TEVA PHARMACEUTICALS USA,CAPSULE,500,MG,Commercial, 23 ,$180.28,$7.84,$7.51,$1.01,$0.31, 24 , 7.0 , 7.5 , 3.4 , 24.5 , 24.0 , 13.4 ,$0.00,$1.66,$3.13,$39.88,$5.07,$5.51,$4.04,$132.13,$6.23,$7.51,$3.68,$180.28
2018,NDC, 24 ,658620084,65862-084,2013,CEFADROXIL,CEFADROXIL,Generic,Anti-Infective Agents,AUROBINDO PHARMA,SUSPENSION RECONSTITUTED,500,MG/5ML,Minnesota Health Care Programs, 19 ,"$1,505.33",$79.23,$62.72,$4.49,$0.59, 24 , 10.0 , 14.0 , 8.6 , 100.0 , 106.3 , 34.0 ,$45.92,$57.68,$30.33,"$1,384.36",$0.00,$3.02,$11.17,$72.47,$46.98,$62.72,$31.10,"$1,505.33"
2018,NDC, 24 ,681800405,68180-405,2015,CEFIXIME,CEFIXIME,Generic,Anti-Infective Agents,LUPIN PHARMACEUTICALS,SUSPENSION RECONSTITUTED,100,MG/5ML,Minnesota Health Care Programs, 14 ,"$14,738.98","$1,052.78",$614.12,$33.96,$3.28, 24 , 14.0 , 18.1 , 11.5 , 200.0 , 187.5 , 113.5 ,$645.79,$613.51,$375.94,"$14,724.31",$0.50,$0.50,$0.51,$12.00,$645.79,$614.12,$376.23,"$14,738.98"
2018,NDC, 24 ,420430120,42043-120,2016,CEFPODOXIME PROXETIL,CEFPODOXIME PROXETIL,Generic,Anti-Infective Agents,ORCHIDPHARMA,TABLET,100,MG,Minnesota Health Care Programs, 21 ,"$1,773.14",$84.44,$73.88,$10.49,$4.74, 24 , 7.0 , 7.0 , 2.1 , 14.0 , 15.6 , 6.7 ,$66.12,$73.06,$30.99,"$1,753.37",$0.00,$0.21,$0.41,$5.00,$66.74,$73.88,$31.42,"$1,773.14"
2018,NDC, 24 ,167140396,16714-396,2007,CEFPROZIL,CEFPROZIL,Generic,Anti-Infective Agents,NORTHSTAR RX,SUSPENSION RECONSTITUTED,125,MG/5ML,Commercial, 23 ,$616.95,$26.82,$25.71,$2.60,$0.23, 24 , 10.0 , 9.9 , 0.6 , 100.0 , 110.4 , 25.4 ,$11.83,$12.87,$10.39,$308.97,$11.00,$12.83,$7.09,$307.98,$24.46,$25.71,$6.93,$616.95
2018,NDC, 24 ,000937306,0093-7306,2014,CELECOXIB,CELECOXIB,Generic,Analgesics and Anesthetics,TEVA PHARMACEUTICALS USA,CAPSULE,50,MG,Medicare, 18 ,$726.32,$40.35,$30.26,$0.86,$0.57, 24 , 30.0 , 35.0 , 23.1 , 45.0 , 52.8 , 37.0 ,$7.85,$12.88,$15.80,$309.06,$9.97,$17.35,$26.48,$416.36,$17.43,$30.26,$27.91,$726.32
2018,NDC, 24 ,003787170,0378-7170,2014,CELECOXIB,CELECOXIB,Generic,Analgesics and Anesthetics,MYLAN,CAPSULE,400,MG,Medicare, 13 ,"$2,241.47",$172.42,$93.39,$2.27,$2.02, 24 , 30.0 , 41.2 , 30.0 , 30.0 , 46.2 , 30.2 ,$57.91,$69.20,$70.27,"$1,660.71",$12.85,$24.20,$32.68,$580.76,$59.17,$93.39,$73.39,"$2,241.47"
2018,NDC, 24 ,411630458,41163-458,2008,CETIRIZINE HCL,EQL ALL DAY ALLERGY,Generic,Respiratory Agents,EQUALINE,TABLET,10,MG,Medicare, 12 ,$174.24,$14.52,$7.26,$0.13,$0.11, 24 , 34.0 , 57.5 , 30.9 , 68.0 , 65.0 , 27.6 ,$7.26,$7.26,$3.46,$174.24,$0.00,$0.00,$0.00,$0.00,$7.26,$7.26,$3.46,$174.24
2018,NDC, 24 ,493480851,49348-851,2008,"CETIRIZINE,PSEUDOEPHEDRINE",SM ALL DAY ALLERGY-D,Generic,Respiratory Agents,MCKESSON SUNMARK,TABLET EXTENDED RELEASE 12 HOUR,5-120,MG,Commercial, 16 ,$629.28,$39.33,$26.22,$1.18,$0.67, 24 , 24.0 , 22.3 , 12.6 , 48.0 , 39.0 , 15.1 ,$9.34,$12.12,$12.98,$290.92,$5.00,$14.10,$16.19,$338.36,$30.19,$26.22,$9.64,$629.28
2018,NDC, 24 ,005361006,0536-1006,1992,CHLORPHENIRAMINE MALEATE,ALLER-CHLOR,Generic,Respiratory Agents,RUGBY LABORATORIES,TABLET,4,MG,Minnesota Health Care Programs, 14 ,$62.52,$4.47,$2.61,$0.15,$0.03, 24 , 12.0 , 16.9 , 10.7 , 50.0 , 78.8 , 59.2 ,$1.46,$1.51,$1.08,$36.32,$1.00,$1.09,$1.22,$26.20,$2.70,$2.61,$1.09,$62.52
2018,NDC, 24 ,510790058,51079-058,1998,CHLORTHALIDONE,CHLORTHALIDONE,Generic,Cardiovascular Agents,MYLAN INSTITUTIONAL,TABLET,25,MG,Medicare, 17 ,$459.27,$27.02,$19.14,$0.58,$0.81, 24 , 12.5 , 32.8 , 39.1 , 13.0 , 23.5 , 27.5 ,$2.28,$8.28,$12.25,$198.63,$5.76,$10.86,$13.58,$260.64,$12.16,$19.14,$18.73,$459.27
2018,NDC, 24 ,109390527,NA,NA,CHOLECALCIFEROL,SM VITAMIN D3,Generic,Nutritional Products,MCKESSON SUNMARK,TABLET,25 MCG,(1000 UT),Minnesota Health Care Programs, 17 ,$84.09,$4.95,$3.50,$0.11,$0.07, 24 , 30.0 , 30.7 , 1.5 , 30.0 , 52.1 , 32.0 ,$2.61,$3.18,$1.87,$76.34,$0.00,$0.32,$0.66,$7.75,$2.75,$3.50,$1.60,$84.09
2018,NDC, 24 ,504280673,NA,NA,CHOLECALCIFEROL,CVS D3,Brand,Nutritional Products,CVS PHARMACY HEALTHCARE SERV,CAPSULE,25 MCG,(1000 UT),Medicare, 13 ,$112.13,$8.63,$4.67,$0.06,$0.04, 24 , 90.0 , 82.5 , 18.2 , 90.0 , 120.0 , 66.2 ,$3.80,$4.67,$2.54,$112.13,$0.00,$0.00,$0.00,$0.00,$3.80,$4.67,$2.54,$112.13
2018,NDC, 24 ,317220639,31722-639,2018,CLOBAZAM,CLOBAZAM,Generic,Neuromuscular Drugs,CAMBER PHARMACEUTICALS,TABLET,10,MG,Minnesota Health Care Programs, 19 ,"$5,970.54",$314.24,$248.77,$8.25,$4.39, 24 , 30.0 , 30.2 , 0.4 , 45.0 , 56.7 , 34.0 ,$115.01,$243.78,$401.02,"$5,850.77",$0.00,$0.13,$0.34,$3.00,$115.45,$248.77,$400.48,"$5,970.54"
2018,NDC, 24 ,692381305,69238-1305,2018,CLOBAZAM,CLOBAZAM,Generic,Neuromuscular Drugs,AMNEAL PHARMACEUTICALS,TABLET,10,MG,Commercial, 15 ,"$4,544.74",$302.98,$189.36,$6.40,$3.40, 24 , 30.0 , 29.6 , 1.4 , 60.0 , 55.6 , 15.6 ,$77.86,$188.65,$214.28,"$4,527.53",$0.00,$0.72,$2.46,$17.21,$81.47,$189.36,$213.95,"$4,544.74"
2018,NDC, 24 ,433530307,43353-307,2013,CLONAZEPAM,CLONAZEPAM,Generic,Neuromuscular Drugs,APHENA PHARMA SOLUTIONS,TABLET,0.5,MG,Commercial, 16 ,$74.71,$4.67,$3.11,$0.10,$0.05, 24 , 30.0 , 30.0 , -   , 30.0 , 60.6 , 44.3 ,$0.00,$0.85,$1.18,$20.48,$1.63,$2.26,$3.82,$54.23,$2.05,$3.11,$3.53,$74.71
2018,NDC, 24 ,604290524,60429-524,1996,CLONAZEPAM,CLONAZEPAM,Generic,Neuromuscular Drugs,GOLDEN STATE MEDICAL SUPPLY,TABLET,0.5,MG,Commercial, 14 ,$111.16,$7.94,$4.63,$0.15,$0.12, 24 , 30.0 , 30.0 , -   , 30.0 , 38.8 , 24.2 ,$0.00,$0.34,$0.72,$8.18,$1.78,$4.29,$6.34,$102.98,$1.78,$4.63,$6.42,$111.16
2018,NDC, 24 ,697840200,69784-200,2017,CROMOLYN SODIUM (MASTOCYTOSIS),CROMOLYN SODIUM,Generic,Gastrointestinal Products,WOODWARD PHARMA SERVICES,CONCENTRATE,100,MG/5ML,Minnesota Health Care Programs, 12 ,"$21,211.17","$1,767.60",$883.80,$33.83,$0.77, 24 , 24.0 , 26.1 , 4.6 , 960.0 ," 1,153.3 ", 534.3 ,$744.71,$879.71,$533.56,"$21,113.11",$0.00,$1.67,$2.58,$40.00,$744.71,$883.80,$533.11,"$21,211.17"
2018,NDC, 24 ,493480828,49348-828,2007,"DEXTROMETHORPHAN, GUAIFENESIN",SM MUCUS RELIEF COUGH CHILDREN,Brand,Respiratory Agents,MCKESSON SUNMARK,LIQUID,5-100,MG/5ML,Minnesota Health Care Programs, 23 ,$156.42,$6.80,$6.52,$0.66,$0.05, 24 , 6.0 , 9.9 , 8.0 , 118.0 , 135.5 , 48.3 ,$5.99,$6.14,$2.45,$147.43,$0.00,$0.37,$1.24,$8.99,$5.99,$6.52,$2.02,$156.42
2018,NDC, 24 ,006031161,0603-1161,2005,DICYCLOMINE HCL,DICYCLOMINE HCL,Generic,Gastrointestinal Products,PAR PHARMACEUTICALS,SOLUTION,10,MG/5ML,Commercial, 20 ,"$1,851.72",$92.59,$77.16,$3.73,$0.23, 24 , 15.5 , 20.7 , 23.3 , 425.0 , 338.8 , 219.6 ,$89.27,$62.81,$46.33,"$1,507.34",$10.00,$9.88,$11.39,$237.06,$94.27,$77.16,$50.13,"$1,851.72"
2018,NDC, 24 ,003630299,0363-0299,2003,DIPHENHYDRAMINE HCL,WAL-DRYL ALLERGY,Brand,Respiratory Agents,WALGREENS,CAPSULE,25,MG,Minnesota Health Care Programs, 12 ,$128.60,$10.72,$5.36,$0.24,$0.07, 24 , 30.0 , 22.2 , 10.6 , 96.0 , 73.3 , 35.6 ,$2.89,$5.28,$5.00,$126.60,$0.00,$0.08,$0.28,$2.00,$2.89,$5.36,$5.15,$128.60
2018,NDC, 24 ,411630019,41163-019,1990,DIPHENHYDRAMINE HCL,EQL ALLERGY RELIEF,Generic,Respiratory Agents,EQUALINE,CAPSULE,25,MG,Minnesota Health Care Programs, 17 ,$55.38,$3.26,$2.31,$0.11,$0.05, 24 , 23.0 , 20.8 , 10.4 , 30.0 , 47.6 , 30.1 ,$1.47,$2.02,$1.36,$48.45,$0.00,$0.29,$0.46,$6.93,$1.55,$2.31,$1.35,$55.38
2018,NDC, 24 ,504288615,NA,NA,DIPHENHYDRAMINE HCL,CVS CHILDRENS ALLERGY,Brand,Respiratory Agents,CVS PHARMACY HEALTHCARE SERV,LIQUID,12.5,MG/5ML,Minnesota Health Care Programs, 21 ,$54.87,$2.61,$2.29,$0.19,$0.02, 24 , 9.0 , 12.3 , 9.0 , 118.0 , 118.4 , 37.3 ,$1.85,$2.29,$2.23,$54.87,$0.00,$0.00,$0.00,$0.00,$1.85,$2.29,$2.23,$54.87
2018,NDC, 24 ,706770002,70677-0002,1990,DIPHENHYDRAMINE HCL,SM ALLERGY RELIEF,Generic,Respiratory Agents,MCKESSON SUNMARK,CAPSULE,25,MG,Minnesota Health Care Programs, 15 ,$65.77,$4.38,$2.74,$0.21,$0.08, 24 , 9.0 , 13.1 , 9.7 , 24.0 , 35.3 , 13.9 ,$2.30,$2.62,$1.19,$62.77,$0.00,$0.13,$0.34,$3.00,$2.30,$2.74,$1.12,$65.77
2018,NDC, 24 ,293000251,29300-251,2016,DONEPEZIL HCL,DONEPEZIL HCL,Generic,Misc Psychotherapeutic/Neurolog,UNICHEM PHARMACEUTICALS,TABLET DISINTEGRATING,10,MG,Medicare, 11 ,$736.01,$66.91,$30.67,$0.44,$0.44, 24 , 90.0 , 69.3 , 30.1 , 90.0 , 69.3 , 30.1 ,$14.77,$17.96,$18.82,$430.95,$10.00,$12.71,$11.96,$305.06,$27.31,$30.67,$16.57,$736.01
2018,NDC, 24 ,545050102,54505-102,2010,EPINEPHRINE (ANAPHYLAXIS),EPINEPHRINE,Generic,Cardiovascular Agents,IMPAX GENERICS,SOLUTION AUTO-INJECTOR,0.3,MG/0.3ML,Commercial, 18 ,"$7,152.42",$397.36,$298.02,$32.07,$149.01, 24 , 2.0 , 9.3 , 10.8 , 2.0 , 2.0 , -   ,$211.20,$191.53,$171.74,"$4,596.80",$18.00,$106.48,$144.23,"$2,555.62",$332.63,$298.02,$115.36,"$7,152.42"
2018,NDC, 24 ,519910878,51991-878,2018,EPLERENONE,EPLERENONE,Generic,Cardiovascular Agents,BRECKENRIDGE,TABLET,50,MG,Medicare, 24 ,"$5,111.27",$212.97,$212.97,$2.84,$2.22, 24 , 90.0 , 74.9 , 26.8 , 90.0 , 96.0 , 49.4 ,$162.80,$171.29,$107.26,"$4,110.88",$17.62,$41.28,$69.29,$990.83,$181.34,$212.97,$136.53,"$5,111.27"
2018,NDC, 24 ,758340010,NA,NA,ERGOCALCIFEROL,ERGOCALCIFEROL,Generic,Nutritional Products,NIVAGEN PHARMACEUTICALS,SOLUTION,200,MCG/ML,Minnesota Health Care Programs, 13 ,$607.51,$46.73,$25.31,$0.64,$0.50, 24 , 31.0 , 39.4 , 24.0 , 60.0 , 50.6 , 18.7 ,$29.86,$25.31,$9.27,$607.51,$0.00,$0.00,$0.00,$0.00,$29.86,$25.31,$9.27,$607.51
2018,NDC, 24 ,333420037,33342-037,2012,ESCITALOPRAM OXALATE,ESCITALOPRAM OXALATE,Generic,Central Nervous System Drugs,MACLEODS PHARMACEUTICALS,TABLET,10,MG,Commercial, 14 ,$182.89,$13.06,$7.62,$0.20,$0.18, 24 , 30.0 , 37.5 , 20.3 , 30.0 , 42.5 , 33.9 ,$0.00,$1.41,$3.55,$33.89,$4.58,$6.21,$4.32,$149.00,$4.61,$7.62,$5.34,$182.89
2018,NDC, 24 ,009041465,NA,NA,FERROUS SULFATE,FEROSUL,Generic,Hematological Agents,MAJOR PHARMACEUTICALS,ELIXIR,220 (44 FE),MG/5ML,Medicare, 16 ,$150.43,$9.40,$6.27,$0.13,$0.01, 24 , 30.0 , 47.5 , 27.7 , 450.0 , 469.4 , 264.0 ,$3.03,$2.96,$3.24,$70.96,$0.00,$3.30,$4.70,$79.26,$5.78,$6.27,$3.51,$150.43
2018,NDC, 24 ,572370003,57237-003,2008,FLUCONAZOLE,FLUCONAZOLE,Generic,Anti-Infective Agents,RISING PHARMACEUTICALS,TABLET,50,MG,Medicare, 17 ,$249.71,$14.69,$10.40,$0.64,$0.64, 24 , 12.0 , 16.4 , 17.2 , 14.0 , 16.3 , 15.6 ,$2.94,$6.53,$8.74,$156.71,$1.85,$3.88,$6.09,$93.00,$7.16,$10.40,$10.15,$249.71
2018,NDC, 24 ,680840288,68084-288,2008,FLUDROCORTISONE ACETATE,FLUDROCORTISONE ACETATE,Generic,Endocrine and Metabolic Drugs,AMERICAN HEALTH PACKAGING,TABLET,0.1,MG,Medicare, 19 ,$365.06,$19.21,$15.21,$0.33,$0.32, 24 , 30.0 , 46.6 , 29.8 , 30.0 , 47.5 , 30.7 ,$7.79,$9.67,$11.02,$232.10,$3.19,$5.54,$7.20,$132.96,$13.13,$15.21,$12.64,$365.06
2018,NDC, 24 ,001680064,0168-0064,1982,FLUOCINOLONE ACETONIDE,FLUOCINOLONE ACETONIDE,Generic,Topical Products,FOUGERA,OINTMENT,0.025,%,Medicare, 14 ,"$2,054.43",$146.75,$85.60,$4.18,$1.43, 24 , 20.0 , 20.5 , 9.1 , 60.0 , 60.0 , 23.0 ,$55.10,$59.54,$43.38,"$1,428.90",$10.00,$26.00,$37.09,$623.99,$82.29,$85.60,$42.37,"$2,054.43"
2018,NDC, 24 ,003780076,0378-0076,1994,FLURBIPROFEN,FLURBIPROFEN,Generic,Analgesics and Anesthetics,MYLAN,TABLET,50,MG,Commercial, 11 ,$488.42,$44.40,$20.35,$0.58,$0.30, 24 , 30.0 , 34.8 , 24.6 , 60.0 , 68.8 , 45.1 ,$5.33,$8.09,$13.19,$194.20,$10.00,$12.26,$7.88,$294.22,$18.11,$20.35,$14.29,$488.42
2018,NDC, 24 ,003785121,0378-5121,2015,FLUVASTATIN SODIUM,FLUVASTATIN SODIUM ER,Generic,Cardiovascular Agents,MYLAN,TABLET EXTENDED RELEASE 24 HOUR,80,MG,Medicare, 12 ,"$7,549.48",$629.12,$314.56,$5.51,$5.17, 24 , 30.0 , 57.1 , 31.0 , 30.0 , 60.8 , 39.4 ,$124.34,$198.80,$142.88,"$4,771.28",$34.00,$115.60,$151.24,"$2,774.49",$167.93,$314.56,$220.82,"$7,549.48"
2018,NDC, 24 ,007818017,0781-8017,2015,FLUVASTATIN SODIUM,FLUVASTATIN SODIUM ER,Generic,Cardiovascular Agents,SANDOZ,TABLET EXTENDED RELEASE 24 HOUR,80,MG,Commercial, 13 ,"$8,650.06",$665.39,$360.42,$5.34,$5.06, 24 , 90.0 , 67.5 , 29.7 , 90.0 , 71.3 , 37.3 ,$390.79,$347.90,$182.03,"$8,349.62",$0.00,$12.52,$34.57,$300.44,$405.79,$360.42,$192.21,"$8,650.06"
2018,NDC, 24 ,002282637,0228-2637,2004,GABAPENTIN,GABAPENTIN,Generic,Neuromuscular Drugs,ACTAVIS ELIZABETH,TABLET,800,MG,Commercial, 14 ,$658.08,$47.01,$27.42,$0.59,$0.19, 24 , 30.0 , 46.3 , 29.0 , 90.0 , 145.0 , 130.4 ,$8.06,$14.07,$16.76,$337.59,$10.00,$13.35,$10.01,$320.49,$23.06,$27.42,$20.60,$658.08
2018,NDC, 24 ,680840762,68084-762,2014,GABAPENTIN,GABAPENTIN,Generic,Neuromuscular Drugs,AMERICAN HEALTH PACKAGING,CAPSULE,300,MG,Medicare, 14 ,$206.74,$14.77,$8.61,$7.66,$3.76, 24 , 1.0 , 1.1 , 0.6 , 2.0 , 2.3 , 1.9 ,$4.75,$7.89,$8.69,$189.32,$0.67,$0.73,$0.52,$17.42,$4.95,$8.61,$8.62,$206.74
2018,NDC, 24 ,694520128,69452-128,2015,GLIMEPIRIDE,GLIMEPIRIDE,Generic,Endocrine and Metabolic Drugs,BIONPHARMA,TABLET,1,MG,Medicare, 12 ,$154.14,$12.85,$6.42,$0.20,$0.17, 24 , 28.0 , 32.0 , 24.1 , 16.0 , 38.2 , 41.1 ,$1.42,$1.44,$1.66,$34.44,$5.40,$4.98,$4.18,$119.49,$5.40,$6.42,$4.14,$154.14
2018,NDC, 24 ,001931465,NA,NA,GLUCOSE BLOOD,BREEZE 2 TEST,Brand,Miscellaneous Products,ASCENSIA DIABETES CARE,DISK,NA,NA,Commercial, 16 ,"$3,167.37",$197.96,$131.97,$2.99,$0.83, 24 , 33.0 , 44.2 , 29.2 , 100.0 , 158.3 , 195.4 ,$73.95,$100.77,$105.65,"$2,418.49",$0.00,$21.87,$29.87,$524.92,$111.49,$131.97,$98.86,"$3,167.37"
2018,NDC, 24 ,658620028,65862-028,2007,GLYBURIDE,GLYBURIDE,Generic,Endocrine and Metabolic Drugs,AUROBINDO PHARMA,TABLET,1.25,MG,Minnesota Health Care Programs, 11 ,$160.23,$14.57,$6.68,$0.24,$0.21, 24 , 30.0 , 28.1 , 5.1 , 30.0 , 32.5 , 11.4 ,$6.00,$5.88,$3.27,$141.12,$1.00,$0.75,$0.44,$18.00,$6.47,$6.68,$3.22,$160.23
2018,NDC, 24 ,461220299,46122-299,2015,GUAIFENESIN,GNP TUSSIN MUCUS & CHEST CONG,Generic,Respiratory Agents,AMERISOURCE BERGEN DRUGS,LIQUID,100,MG/5ML,Medicare, 13 ,$146.55,$11.27,$6.11,$0.73,$0.03, 24 , 11.0 , 8.4 , 4.1 , 237.0 , 235.5 , 79.9 ,$6.52,$6.11,$1.62,$146.55,$0.00,$0.00,$0.00,$0.00,$6.52,$6.11,$1.62,$146.55
2018,NDC, 24 ,579630103,57963-103,2016,"GUAIFENESIN,CODEINE",G TUSSIN AC,Generic,Respiratory Agents,THE GENERIC PHARMACEUTICAL COM,SOLUTION,100-10,MG/5ML,Medicare, 23 ,$336.34,$14.62,$14.01,$1.63,$0.07, 24 , 5.5 , 8.6 , 10.1 , 200.0 , 199.7 , 91.6 ,$0.00,$5.80,$9.68,$139.20,$10.87,$8.18,$6.43,$196.33,$13.46,$14.01,$6.24,$336.34
2018,NDC, 24 ,433860352,43386-352,2016,"HYDROCODONE,ACETAMINOPHEN",HYDROCODONE-ACETAMINOPHEN,Generic,Analgesics and Anesthetics,LUPIN PHARMACEUTICALS,TABLET,7.5-300,MG,Commercial, 13 ,"$1,080.78",$83.14,$45.03,$3.04,$0.89, 24 , 7.0 , 14.8 , 13.2 , 29.0 , 50.8 , 40.4 ,$8.94,$30.59,$38.18,$734.20,$10.00,$14.44,$9.65,$346.58,$32.45,$45.03,$34.31,"$1,080.78"
2018,NDC, 24 ,518620585,51862-585,2016,"HYDROCODONE,ACETAMINOPHEN",LORCET,Generic,Analgesics and Anesthetics,MAYNE PHARMA,TABLET,5-325,MG,Commercial, 23 ,$140.66,$6.12,$5.86,$0.60,$0.18, 24 , 4.5 , 9.7 , 10.0 , 30.0 , 32.2 , 23.1 ,$0.00,$1.26,$2.47,$30.25,$3.97,$4.31,$3.26,$103.43,$5.22,$5.86,$3.82,$140.66
2018,NDC, 24 ,545050333,54505-333,2007,HYDROCORTISONE,HYDROCORTISONE,Generic,Endocrine and Metabolic Drugs,IMPAX GENERICS,TABLET,20,MG,Medicare, 12 ,$985.97,$82.16,$41.08,$1.11,$0.47, 24 , 30.0 , 37.1 , 24.9 , 90.0 , 87.7 , 57.2 ,$26.38,$27.27,$23.52,$654.41,$0.00,$13.82,$23.03,$331.56,$35.33,$41.08,$27.95,$985.97
2018,NDC, 24 ,003782586,0378-2586,2010,HYDROXYZINE HCL,HYDROXYZINE HCL,Generic,Central Nervous System Drugs,MYLAN,TABLET,10,MG,Commercial, 11 ,$154.53,$14.05,$6.44,$0.23,$0.11, 24 , 28.0 , 27.4 , 5.3 , 56.0 , 59.5 , 25.2 ,$1.68,$1.19,$1.14,$28.44,$5.00,$5.25,$1.84,$126.09,$7.25,$6.44,$2.01,$154.53
2018,NDC, 24 ,493480706,49348-706,2003,IBUPROFEN,SM IBUPROFEN,Generic,Analgesics and Anesthetics,MCKESSON SUNMARK,TABLET,200,MG,Commercial, 18 ,$95.14,$5.29,$3.96,$0.36,$0.04, 24 , 9.0 , 11.0 , 7.2 , 100.0 , 93.3 , 57.5 ,$3.11,$2.90,$1.97,$69.49,$0.00,$1.07,$1.89,$25.65,$4.05,$3.96,$1.72,$95.14
2018,NDC, 24 ,597790074,59779-074,2006,IBUPROFEN,CVS IBUPROFEN,Brand,Analgesics and Anesthetics,CVS PHARMACY HEALTHCARE SERV,TABLET,200,MG,Minnesota Health Care Programs, 22 ,$86.86,$3.95,$3.62,$0.32,$0.05, 24 , 10.0 , 11.4 , 7.9 , 60.0 , 65.8 , 31.5 ,$3.39,$3.33,$1.40,$79.88,$0.00,$0.29,$1.04,$6.98,$3.39,$3.62,$1.25,$86.86
2018,NDC, 24 ,001693201,0169-3201,2017,INSULIN ASPART (WITH NIACINAMIDE),FIASP,Brand,Endocrine and Metabolic Drugs,NOVO NORDISK,SOLUTION,100,UNIT/ML,Medicare, 14 ,"$34,795.01","$2,485.36","$1,449.79",$22.82,$26.77, 24 , 67.5 , 63.5 , 24.7 , 40.0 , 54.2 , 44.6 ,"$1,129.38","$1,366.99","$1,242.16","$32,807.82",$6.03,$82.80,$119.36,"$1,987.19","$1,129.38","$1,449.79","$1,209.54","$34,795.01"
2018,NDC, 24 ,658620905,65862-905,2016,IPRATROPIUM BROMIDE,IPRATROPIUM BROMIDE,Generic,Respiratory Agents,AUROBINDO PHARMA,SOLUTION,0.02,%,Commercial, 15 ,$499.13,$33.28,$20.80,$1.28,$0.13, 24 , 10.0 , 16.3 , 17.4 , 125.0 , 158.4 , 115.9 ,$0.00,$13.00,$31.92,$311.98,$5.45,$7.80,$7.59,$187.15,$10.12,$20.80,$30.66,$499.13
